STATION,MATCHED_SEGID,FTCLASS,ATYPENAME,COUNTY_NAME,PERIOD,VEHICLE_TYPE,OBSERVED,MODELED,DIFF,PCT_DIFF
-819,0154_008.3,Expressway,Urban,Salt Lake,AM,Auto,12144.662596842001,9764.7045839757,-2379.958012866302,-0.196
-681,0065_002.4,Local,Rural,Salt Lake,AM,Auto,1579.925523802,62.563048725,-1517.362475077,-0.96
-815,0080_104.3,Freeway,Transition,Salt Lake,AM,Auto,6553.984098475,5208.841144865,-1345.1429536099995,-0.205
-812,1112_002.2,Collector,Rural,Box Elder,AM,Auto,29.0,270.6,241.60000000000002,8.331
-824,0190_011.6,Minor Arterial,Rural,Salt Lake,AM,Auto,1904.2410714900002,202.7712410372,-1701.4698304528001,-0.894
-811,0080_136.1,Freeway,Rural,Salt Lake,AM,Auto,1708.80949306,12200.4326799036,10491.6231868436,6.14
-814,0201_000.0,,,Salt Lake,AM,Auto,1494.102335264,0.0,-1494.102335264,-1.0
-715,1826_014.6,Collector,Transition,Utah,AM,Auto,1072.0,368.6,-703.4,-0.656
-717,0015_241.6,Freeway,Rural,Utah,AM,Auto,2157.1511809169997,5623.2333329058,3466.0821519888004,1.607
-718,0015_241.6,Freeway,Rural,Utah,AM,Auto,7257.605139613999,5623.2333329058,-1634.371806708199,-0.225
-716,2851_000.0,,,Utah,AM,Auto,3344.0,0.0,-3344.0,-1.0
-721,0015_241.6,Freeway,Rural,Utah,AM,Auto,1394.637507917,5623.2333329058,4228.5958249888,3.032
-722,1826_014.9,Collector,Transition,Utah,AM,Auto,517.0,370.3,-146.7,-0.284
-638,0015_242.4,Freeway,Transition,Utah,AM,Auto,4105.0243303199995,6329.2710339432,2224.2467036232,0.542
-639,0015_248.8,Freeway,Suburban,Utah,AM,Auto,7847.404396917,9463.9117998077,1616.5074028907002,0.206
-641,0015_271.6,Freeway,Urban,Utah,AM,Auto,31884.75743607,36261.835125705,4377.0776896350035,0.137
-642,0052_001.0,Principal Arterial,Urban,Utah,AM,Auto,6331.775896692,5566.227847255201,-765.5480494367994,-0.121
-643,2932_001.3,Collector,Transition,Utah,AM,Auto,1686.0,2012.2,326.20000000000005,0.193
-646,0077_007.4,Principal Arterial,Suburban,Utah,AM,Auto,5435.372452228,5332.6024235672,-102.77002866079965,-0.019
-647,0089_344.0,Principal Arterial,Urban,Utah,AM,Auto,4218.440346429,4573.236925059,354.7965786300001,0.084
-648,0194_000.8,Expressway,Suburban,Utah,AM,Auto,8463.230341485001,9441.173242225901,977.9429007408999,0.116
-649,0114_000.0,Principal Arterial,Urban,Utah,AM,Auto,5930.000556876,6697.9670600898,767.9665032138,0.13
-650,0006_159.8,Principal Arterial,Suburban,Utah,AM,Auto,2314.83878906,2132.903009748,-181.93577931200025,-0.079
-651,0114_005.0,Principal Arterial,Urban,Utah,AM,Auto,3545.4871917960004,2281.6424787595997,-1263.8447130364007,-0.356
-653,0156_001.0,Principal Arterial,Urban,Utah,AM,Auto,5309.541788106,5824.5911987046,515.0494105985999,0.097
-655,0015_253.6,Freeway,Rural,Utah,AM,Auto,10998.671867403002,12261.4734796752,1262.8016122721983,0.115
-657,2889_000.0,Minor Arterial,Suburban,Utah,AM,Auto,4220.0,4659.0,439.0,0.104
-658,0089_349.3,Principal Arterial,Urban,Utah,AM,Auto,1837.347573425,2500.6502380641,663.3026646390999,0.361
-659,0189_002.7,Principal Arterial,Urban,Utah,AM,Auto,4606.922458834,6932.8724124272,2325.9499535932,0.505
-660,0089_329.8,Minor Arterial,Suburban,Utah,AM,Auto,3127.5834834800003,4142.770806137,1015.1873226570001,0.325
-661,0052_003.1,Principal Arterial,Urban,Utah,AM,Auto,4420.110832926,2709.1026642027,-1711.0081687232996,-0.387
-662,2878_004.4,Minor Arterial,Suburban,Utah,AM,Auto,2460.0,3597.3,1137.3000000000002,0.462
-664,0089_326.5,Principal Arterial,Suburban,Utah,AM,Auto,0.0,3177.1442392954,3177.1442392954,inf
-665,0015_260.0,Freeway,Transition,Utah,AM,Auto,22574.874542483998,27090.751593028202,4515.877050544204,0.2
-667,0015_261.8,Freeway,Rural,Utah,AM,Auto,24634.763867672,29134.1424235596,4499.378555887597,0.183
-668,0015_264.2,Freeway,Suburban,Utah,AM,Auto,23000.486458693,24187.173671123503,1186.687212430501,0.052
-669,0015_269.6,Freeway,Urban,Utah,AM,Auto,30002.595183504,29980.988630803204,-21.606552700795874,-0.001
-670,0015_272.7,Freeway,Suburban,Utah,AM,Auto,33603.205444533,37233.294639982996,3630.0891954499966,0.108
-671,0015_276.4,Freeway,Urban,Utah,AM,Auto,35039.04249169,36744.02237878,1704.9798870899976,0.049
-672,0015_278.5,Freeway,Urban,Utah,AM,Auto,30224.84831689,33565.6179319968,3340.769615106801,0.111
-673,0015_279.6,Freeway,Suburban,Utah,AM,Auto,29916.913093056,32456.691903834,2539.7788107779998,0.085
-674,0015_283.9,Freeway,Urban,Utah,AM,Auto,36363.817605204,42598.37890906561,6234.561303861607,0.171
-675,0092_002.4,Freeway,Transition,Utah,AM,Auto,4111.174504494,8021.562100012599,3910.3875955185995,0.951
-676,0092_002.4,Freeway,Transition,Utah,AM,Auto,2616.623123888,8021.562100012599,5404.938976124599,2.066
-301,0080_128.7,Freeway,Rural,Salt Lake,AM,Auto,10260.799275104,12802.8117630276,2542.012487923599,0.248
-304,0089_433.3,Principal Arterial,Suburban,Box Elder,AM,Auto,250.578404796,2552.3589471123,2301.7805423163,9.186
-305,1826_015.6,Collector,Transition,Utah,AM,Auto,640.0,457.5,-182.5,-0.285
-306,0015_267.0,Freeway,Suburban,Utah,AM,Auto,31127.094907913997,25986.3642358494,-5140.7306720645975,-0.165
-308,2826_000.0,Collector,Rural,Utah,AM,Auto,841.0,22.6,-818.4,-0.973
-309,0080_136.1,Freeway,Rural,Salt Lake,AM,Auto,1641.858414972,12200.4326799036,10558.574264931602,6.431
-310,0015_365.5,Freeway,Rural,Box Elder,AM,Auto,1072.528856982,4544.0891799468,3471.5603229648,3.237
-312,0006_181.6,Expressway,Rural,Utah,AM,Auto,1347.0122591099998,2871.758685501,1524.746426391,1.132
-313,0015_241.6,Freeway,Rural,Utah,AM,Auto,1202.484062321,5623.2333329058,4420.7492705848,3.676
-314,0006_221.1,,,Utah,AM,Auto,488.37814294200007,0.0,-488.37814294200007,-1.0
-315,0015_321.0,Freeway,Suburban,Davis,AM,Auto,24853.751349868,24980.981425594597,127.23007572659844,0.005
-317,0210_003.9,,,Salt Lake,AM,Auto,438.54166141,0.0,-438.54166141,-1.0
-319,0189_013.1,Expressway,Rural,Utah,AM,Auto,2683.342702764,2035.6347924056,-647.7079103584001,-0.241
-320,0039_008.7,Minor Arterial,Suburban,Weber,AM,Auto,1365.601061952,1917.446926336,551.8458643839999,0.404
-321,0006_146.9,Principal Arterial,Rural,Utah,AM,Auto,286.837242354,280.5321512682,-6.305091085800029,-0.022
-322,0190_001.8,Minor Arterial,Transition,Salt Lake,AM,Auto,578.2284532150001,363.0231266425,-215.20532657250004,-0.372
-323,0080_101.5,Freeway,Rural,Salt Lake,AM,Auto,831.7331125559999,5311.6339518108,4479.9008392548,5.386
-324,0006_184.1,Expressway,Rural,Utah,AM,Auto,326.40080058,2810.9442079799996,2484.5434073999995,7.612
-325,0089_377.3,Principal Arterial,Urban,Salt Lake,AM,Auto,2747.961766304,5802.0244608112,3054.0626945072,1.111
-327,0006_174.4,Expressway,Suburban,Utah,AM,Auto,5031.02411235,6268.005793645,1236.9816812950003,0.246
-329,0089_412.2,Principal Arterial,Urban,Weber,AM,Auto,4157.240998409,2083.9770665534,-2073.2639318556,-0.499
-332,0186_006.0,Principal Arterial,Suburban,Salt Lake,AM,Auto,8608.619403288001,8459.1556876152,-149.4637156728004,-0.017
-333,0071_021.2,Principal Arterial,Urban,Salt Lake,AM,Auto,6582.128617003,8142.814129875801,1560.6855128728012,0.237
-335,0173_007.7,Minor Arterial,Urban,Salt Lake,AM,Auto,5147.757269291,4740.091245947399,-407.6660233436005,-0.079
-340,0080_117.7,Freeway,Urban,Salt Lake,AM,Auto,14366.589357648001,15852.054353165402,1485.464995517401,0.103
-341,0080_123.2,Freeway,Suburban,Salt Lake,AM,Auto,24503.537011660002,26924.636668282503,2421.0996566225003,0.099
-348,0015_340.3,Freeway,Suburban,Weber,AM,Auto,18891.37127864,19306.310709756,414.93943111599947,0.022
-349,0015_246.9,Freeway,Transition,Utah,AM,Auto,6504.145102147,8365.4945744271,1861.3494722801006,0.286
-350,0189_004.0,Expressway,Suburban,Utah,AM,Auto,5148.765778624,4691.2034943772,-457.5622842468001,-0.089
-351,0215_011.5,Freeway,Suburban,Salt Lake,AM,Auto,21036.423992875,24159.1737191055,3122.7497262305005,0.148
-353,0215_017.5,Freeway,Urban,Salt Lake,AM,Auto,25594.062635861,27822.3166725002,2228.2540366392022,0.087
-354,0171_008.8,Principal Arterial,Urban,Salt Lake,AM,Auto,4189.563111832001,7422.776342822401,3233.2132309904,0.772
-362,0089_433.3,Principal Arterial,Suburban,Box Elder,AM,Auto,259.657332506,2552.3589471123,2292.7016146063,8.83
-363,0091_006.6,Principal Arterial,Rural,Box Elder,AM,Auto,3353.6511674830003,3288.7465484510003,-64.90461903200003,-0.019
-382,0006_155.9,Principal Arterial,Rural,Utah,AM,Auto,285.614133582,530.0593634406,244.4452298586,0.856
-400,0015_241.6,Freeway,Rural,Utah,AM,Auto,4090.8858556449995,5623.2333329058,1532.3474772608006,0.375
-401,0015_241.6,Freeway,Rural,Utah,AM,Auto,2721.4112989369996,5623.2333329058,2901.8220339688005,1.066
-402,0141_000.0,Minor Arterial,Rural,Utah,AM,Auto,4492.406169790001,188.8090908242,-4303.5970789658,-0.958
-403,0015_241.6,Freeway,Rural,Utah,AM,Auto,1418.27543178,5623.2333329058,4204.9579011258,2.965
-404,2865_019.4,Local,Rural,Utah,AM,Auto,536.0,64.8,-471.2,-0.879
-405,2823_000.0,Collector,Rural,Utah,AM,Auto,295.0,27.5,-267.5,-0.907
-406,0071_015.7,Principal Arterial,Urban,Salt Lake,AM,Auto,4850.152756128,5561.7940067328,711.6412506048,0.147
-407,0068_038.1,Principal Arterial,Transition,Salt Lake,AM,Auto,5824.8868758240005,4173.962027352,-1650.9248484720001,-0.283
-409,2330_001.0,Minor Arterial,Urban,Salt Lake,AM,Auto,1574.0,5539.6,3965.6000000000004,2.519
-411,0089_297.1,Expressway,Rural,Utah,AM,Auto,289.24623997000003,671.9843291174001,382.73808914740005,1.323
-412,1826_016.1,Collector,Suburban,Utah,AM,Auto,734.0,647.2,-86.79999999999995,-0.118
-414,2820_000.0,Collector,Rural,Utah,AM,Auto,85.0,70.6,-14.400000000000006,-0.169
-415,0089_297.1,Expressway,Rural,Utah,AM,Auto,168.882482047,671.9843291174001,503.1018470704001,2.979
-416,0089_297.1,Expressway,Rural,Utah,AM,Auto,525.308493881,671.9843291174001,146.67583523640008,0.279
-418,0006_221.1,,,Utah,AM,Auto,282.15226713600003,0.0,-282.15226713600003,-1.0
-420,2865_004.4,,,Utah,AM,Auto,605.0,0.0,-605.0,-1.0
-421,0006_178.8,Expressway,Rural,Utah,AM,Auto,1330.77341331,2971.140421797,1640.3670084869998,1.233
-425,2824_000.0,,,Utah,AM,Auto,2646.0,0.0,-2646.0,-1.0
-427,3041_000.0,Collector,Transition,Utah,AM,Auto,894.0,548.0,-346.0,-0.387
-430,0038_003.2,Minor Arterial,Rural,Box Elder,AM,Auto,50.20944754,532.220143924,482.010696384,9.6
-431,0006_159.3,Principal Arterial,Suburban,Utah,AM,Auto,346.89403294,1346.2832035016,999.3891705615999,2.881
-503,0089_297.1,Expressway,Rural,Utah,AM,Auto,836.014938752,671.9843291174001,-164.03060963459995,-0.196
-504,0089_297.1,Expressway,Rural,Utah,AM,Auto,150.221434307,671.9843291174001,521.7628948104001,3.473
-507,0006_221.1,,,Utah,AM,Auto,988.5126303480001,0.0,-988.5126303480001,-1.0
-508,2851_001.3,Collector,Rural,Utah,AM,Auto,867.0,61.5,-805.5,-0.929
-511,1102_001.1,,,Box Elder,AM,Auto,1260.0,0.0,-1260.0,-1.0
-512,0190_015.7,,,Salt Lake,AM,Auto,60.86615297,0.0,-60.86615297,-1.0
-513,0015_241.6,Freeway,Rural,Utah,AM,Auto,1632.5417738929998,5623.2333329058,3990.6915590128,2.444
-601,0092_007.6,Collector,Transition,Utah,AM,Auto,165.42118176099999,58.1258959116,-107.29528584939999,-0.649
-602,0092_018.8,Collector,Rural,Utah,AM,Auto,42.029373402,24.855301856699995,-17.174071545300002,-0.409
-606,0190_004.7,Minor Arterial,Transition,Salt Lake,AM,Auto,3075.4797579270003,350.2412345188,-2725.2385234082003,-0.886
-611,0015_257.6,Freeway,Suburban,Utah,AM,Auto,18284.934000506,24961.185789154,6676.251788647998,0.365
-612,0015_330.1,Freeway,Urban,Davis,AM,Auto,23515.78578432,24320.953135768,805.167351447999,0.034
-613,0015_357.6,Freeway,Rural,Box Elder,AM,Auto,6873.03974356,9023.405596461,2150.365852901,0.313
-614,0084_081.0,,,Weber,AM,Auto,887.1330790320001,0.0,-887.1330790320001,-1.0
-615,0080_101.5,Freeway,Rural,Salt Lake,AM,Auto,9980.797350671999,5311.6339518108,-4669.163398861199,-0.468
-616,0015_313.7,Freeway,Urban,Davis,AM,Auto,29210.505117014,31316.5586479616,2106.0535309476,0.072
-617,0215_003.7,Freeway,Suburban,Salt Lake,AM,Auto,10022.168438016,15656.938246782001,5634.769808766001,0.562
-621,0015_241.6,Freeway,Rural,Utah,AM,Auto,8094.082638894999,5623.2333329058,-2470.849305989199,-0.305
-702,0141_000.9,Minor Arterial,Rural,Utah,AM,Auto,4997.00166581,233.54487062060002,-4763.4567951894005,-0.953
-703,2851_001.4,Collector,Rural,Utah,AM,Auto,4181.0,59.5,-4121.5,-0.986
-704,0006_157.3,Principal Arterial,Rural,Utah,AM,Auto,1719.9107226600001,638.6238638076001,-1081.2868588524002,-0.629
-711,0154_020.0,Expressway,Urban,Salt Lake,AM,Auto,8583.902401965,9445.952554632,862.0501526669996,0.1
-622,1102_000.0,Principal Arterial,Rural,Box Elder,AM,Auto,4122.0,124.6,-3997.4,-0.97
-623,0006_157.6,Principal Arterial,Rural,Utah,AM,Auto,3729.326779632,727.8101845392,-3001.5165950928003,-0.805
-624,0067_000.0,,,Davis,MD,Auto,10234.931097614999,0.0,-10234.931097614999,-1.0
-625,0067_007.3,,,Davis,MD,Auto,11172.924369981,0.0,-11172.924369981,-1.0
-302,0015_289.8,Freeway,Urban,Salt Lake,MD,Auto,17413.28983693,73576.0508615028,56162.7610245728,3.225
-626,0073_034.6,Principal Arterial,Transition,Utah,MD,Auto,11758.220488616,10504.997945094801,-1253.2225435211985,-0.107
-627,0154_012.9,Expressway,Suburban,Salt Lake,MD,Auto,21478.048976241,19383.8979622311,-2094.151014009898,-0.098
-723,0015_241.6,Freeway,Rural,Utah,MD,Auto,18262.964982022997,8110.5529342318,-10152.412047791197,-0.556
-712,1822_000.0,,,Utah,MD,Auto,4137.0,0.0,-4137.0,-1.0
-713,1828_006.7,Collector,Rural,Utah,MD,Auto,3824.0,205.6,-3618.4,-0.946
-714,0006_149.9,Principal Arterial,Rural,Utah,MD,Auto,2059.853347708,416.23354449,-1643.619803218,-0.798
-628,0215_027.4,Freeway,Suburban,Davis,MD,Auto,9955.984893216,7588.650399768,-2367.334493448,-0.238
-629,0015_303.4,Freeway,Urban,Salt Lake,MD,Auto,77657.61280278,77908.674691326,251.06188854599895,0.003
-631,0266_001.7,Principal Arterial,Urban,Salt Lake,MD,Auto,7085.818821093,9257.0814558783,2171.2626347853,0.306
-632,0145_005.3,Expressway,Suburban,Utah,MD,Auto,16103.950154015,13685.999479401,-2417.9506746139996,-0.15
-634,0085_015.5,Expressway,Suburban,Salt Lake,MD,Auto,8221.51484275,11873.87177515,3652.3569324,0.444
-720,0015_241.6,Freeway,Rural,Utah,MD,Auto,6697.157589959,8110.5529342318,1413.3953442727998,0.211
-733,0015_241.6,Freeway,Rural,Utah,MD,Auto,9007.574019148999,8110.5529342318,-897.021084917199,-0.1
-677,0080_136.1,Freeway,Rural,Salt Lake,MD,Auto,16658.362429384,15960.202815089602,-698.1596142943981,-0.042
-680,0015_295.6,Freeway,Urban,Salt Lake,MD,Auto,16864.097626739,93155.17004042919,76291.07241369018,4.524
-678,0080_136.1,Freeway,Rural,Salt Lake,MD,Auto,15907.109053164,15960.202815089602,53.09376192560194,0.003
-679,0091_006.6,Principal Arterial,Rural,Box Elder,MD,Auto,6162.2510455950005,4743.3475672568,-1418.9034783382003,-0.23
-682,0091_004.9,Principal Arterial,Transition,Box Elder,MD,Auto,7149.493584428999,5656.4997989328995,-1492.9937854961,-0.209
-724,0068_000.0,Principal Arterial,Rural,Utah,MD,Auto,1947.021232453,376.35828749010005,-1570.6629449629,-0.807
-725,0006_150.6,Principal Arterial,Rural,Utah,MD,Auto,2339.755325452,512.9123310556,-1826.8429943963997,-0.781
-726,0089_297.1,Expressway,Rural,Utah,MD,Auto,1917.422655285,1049.2174091815,-868.2052461035,-0.453
-727,0089_297.1,Expressway,Rural,Utah,MD,Auto,1105.667078595,1049.2174091815,-56.44966941350003,-0.051
-728,0089_297.1,Expressway,Rural,Utah,MD,Auto,2992.299005109,1049.2174091815,-1943.0815959275,-0.649
-730,2495_013.0,,,Utah,MD,Auto,1906.0,0.0,-1906.0,-1.0
-731,0096_013.6,,,Utah,MD,Auto,323.72352736600004,0.0,-323.72352736600004,-1.0
-732,1822_009.9,,,Utah,MD,Auto,881.0,0.0,-881.0,-1.0
-729,1328_000.0,,,Utah,MD,Auto,4611.0,0.0,-4611.0,-1.0
-636,0154_001.4,Freeway,Transition,Salt Lake,MD,Auto,17960.751920916,20242.6728546636,2281.9209337476022,0.127
-734,0006_152.6,Minor Arterial,Rural,Utah,MD,Auto,2194.19977161,635.6333722618,-1558.5663993481999,-0.71
-748,0006_152.9,Principal Arterial,Rural,Utah,MD,Auto,1218.549768852,965.7718862974001,-252.77788255459984,-0.207
-747,2871_000.3,Minor Arterial,Transition,Utah,MD,Auto,1426.0,998.7,-427.29999999999995,-0.3
-821,0089_433.3,Principal Arterial,Suburban,Box Elder,MD,Auto,961.4584444889999,3891.9547307228,2930.4962862337998,3.048
-818,0215_007.7,Freeway,Urban,Salt Lake,MD,Auto,27279.251556582,24178.2072684473,-3101.0442881347008,-0.114
-816,0015_300.3,Freeway,Urban,Salt Lake,MD,Auto,44439.474703351,78610.90443136841,34171.429728017414,0.769
-820,0154_006.8,Expressway,Suburban,Salt Lake,MD,Auto,16282.588199631999,14577.1933699296,-1705.394829702398,-0.105
-819,0154_008.3,Expressway,Urban,Salt Lake,MD,Auto,18715.197424274,15917.306705661802,-2797.890718612198,-0.149
-681,0065_002.4,Local,Rural,Salt Lake,MD,Auto,3558.586211478,100.935051943,-3457.6511595350003,-0.972
-815,0080_104.3,Freeway,Transition,Salt Lake,MD,Auto,8162.4474121,5466.840272865001,-2695.6071392349995,-0.33
-812,1112_002.2,Collector,Rural,Box Elder,MD,Auto,119.0,398.9,279.9,2.352
-824,0190_011.6,Minor Arterial,Rural,Salt Lake,MD,Auto,6680.495046693,344.58937745730003,-6335.905669235701,-0.948
-811,0080_136.1,Freeway,Rural,Salt Lake,MD,Auto,5286.799666228,15960.202815089602,10673.403148861602,2.019
-814,0201_000.0,,,Salt Lake,MD,Auto,2104.302192608,0.0,-2104.302192608,-1.0
-715,1826_014.6,Collector,Transition,Utah,MD,Auto,3112.0,561.1,-2550.9,-0.82
-717,0015_241.6,Freeway,Rural,Utah,MD,Auto,8114.6705080659995,8110.5529342318,-4.117573834199902,-0.001
-718,0015_241.6,Freeway,Rural,Utah,MD,Auto,19982.433314637998,8110.5529342318,-11871.880380406197,-0.594
-716,2851_000.0,,,Utah,MD,Auto,8582.0,0.0,-8582.0,-1.0
-721,0015_241.6,Freeway,Rural,Utah,MD,Auto,6594.980757777,8110.5529342318,1515.5721764547998,0.23
-722,1826_014.9,Collector,Transition,Utah,MD,Auto,2196.0,571.4,-1624.6,-0.74
-638,0015_242.4,Freeway,Transition,Utah,MD,Auto,10406.313550476,9014.141441448,-1392.1721090279989,-0.134
-639,0015_248.8,Freeway,Suburban,Utah,MD,Auto,16157.249316177,13707.644748923201,-2449.6045672537985,-0.152
-641,0015_271.6,Freeway,Urban,Utah,MD,Auto,59472.211842959994,57001.060127423996,-2471.151715535998,-0.042
-642,0052_001.0,Principal Arterial,Urban,Utah,MD,Auto,14756.638849281,8897.6622270234,-5858.9766222576,-0.397
-643,2932_001.3,Collector,Transition,Utah,MD,Auto,4596.0,3102.2,-1493.8000000000002,-0.325
-646,0077_007.4,Principal Arterial,Suburban,Utah,MD,Auto,11250.231406048,8872.8120239452,-2377.4193821028002,-0.211
-647,0089_344.0,Principal Arterial,Urban,Utah,MD,Auto,11708.287094790001,6189.5627744229005,-5518.7243203671005,-0.471
-648,0194_000.8,Expressway,Suburban,Utah,MD,Auto,14763.483235437001,17894.468289072,3130.9850536349986,0.212
-649,0114_000.0,Principal Arterial,Urban,Utah,MD,Auto,12459.096897606,11785.518935218799,-673.5779623872004,-0.054
-650,0006_159.8,Principal Arterial,Suburban,Utah,MD,Auto,4943.56868026,3032.7241692159996,-1910.8445110440007,-0.387
-651,0114_005.0,Principal Arterial,Urban,Utah,MD,Auto,8139.459519136,2849.1761575288,-5290.2833616072,-0.65
-653,0156_001.0,Principal Arterial,Urban,Utah,MD,Auto,12433.994348848,9626.0958808428,-2807.8984680052,-0.226
-655,0015_253.6,Freeway,Rural,Utah,MD,Auto,21053.871265867,17690.627184072702,-3363.244081794299,-0.16
-657,2889_000.0,Minor Arterial,Suburban,Utah,MD,Auto,6850.0,7374.5,524.5,0.077
-658,0089_349.3,Principal Arterial,Urban,Utah,MD,Auto,9497.67361032,4784.8568938522,-4712.8167164678,-0.496
-659,0189_002.7,Principal Arterial,Urban,Utah,MD,Auto,12738.322561382001,10242.820691489402,-2495.5018698925996,-0.196
-660,0089_329.8,Minor Arterial,Suburban,Utah,MD,Auto,6392.02155346,5370.447683433001,-1021.5738700269994,-0.16
-661,0052_003.1,Principal Arterial,Urban,Utah,MD,Auto,9620.918560101,3796.9350819414,-5823.9834781596,-0.605
-662,2878_004.4,Minor Arterial,Suburban,Utah,MD,Auto,4346.0,6610.9,2264.8999999999996,0.521
-664,0089_326.5,Principal Arterial,Suburban,Utah,MD,Auto,0.0,4616.746824925401,4616.746824925401,inf
-665,0015_260.0,Freeway,Transition,Utah,MD,Auto,41430.463462278,40475.915163215395,-954.5482990626042,-0.023
-667,0015_261.8,Freeway,Rural,Utah,MD,Auto,45561.567040304006,43666.3687368436,-1895.1983034604054,-0.042
-668,0015_264.2,Freeway,Suburban,Utah,MD,Auto,40802.861324378006,36028.336305838406,-4774.5250185396,-0.117
-669,0015_269.6,Freeway,Urban,Utah,MD,Auto,54655.5068796,47816.86801428,-6838.638865319997,-0.125
-670,0015_272.7,Freeway,Suburban,Utah,MD,Auto,60697.538599067,58666.7280255675,-2030.810573499497,-0.033
-671,0015_276.4,Freeway,Urban,Utah,MD,Auto,64648.61023313,58644.31844725199,-6004.291785878006,-0.093
-672,0015_278.5,Freeway,Urban,Utah,MD,Auto,55233.058699794,53590.6216701022,-1642.4370296917987,-0.03
