STATION,MATCHED_SEGID,FTCLASS,ATYPENAME,COUNTY_NAME,PERIOD,VEHICLE_TYPE,OBSERVED,MODELED,DIFF,PCT_DIFF
-624,0067_000.0,Freeway,Suburban,Davis,PM,Auto,9679.2219,14994.85878,5315.63688,0.549
-315,0015_319.5,Freeway,Suburban,Davis,PM,Auto,33772.4426,30125.702780000003,-3646.739819999999,-0.108
-625,0067_010.1,Freeway,Suburban,Davis,PM,Auto,10125.166000000001,12992.754350000003,2867.588350000002,0.283
-616,0015_313.7,Freeway,Urban,Davis,PM,Auto,34866.7687,33379.22181,-1487.5468899999978,-0.043
-711,0154_020.0,Expressway,Urban,Salt Lake,PM,Auto,8035.437,12729.0632,4693.626200000001,0.584
-329,0089_412.4,Principal Arterial,Urban,Weber,PM,Auto,7314.673199999999,5394.41388,-1920.2593199999992,-0.263
-612,0015_330.1,Freeway,Urban,Davis,PM,Auto,30666.654,25034.4867,-5632.167299999997,-0.184
-634,0085_015.5,Expressway,Suburban,Salt Lake,PM,Auto,8142.365400000001,9613.89156,1471.5261599999994,0.181
-627,0154_012.9,Expressway,Suburban,Salt Lake,PM,Auto,19073.2542,14616.563429999998,-4456.690770000001,-0.234
-643,2932_001.3,Collector,Transition,Utah,PM,Auto,2694.4116,2467.70708,-226.70451999999977,-0.084
-601,0092_007.6,Collector,Transition,Utah,PM,Auto,741.2761,237.69473,-503.58137000000005,-0.679
-602,0092_018.8,Collector,Rural,Utah,PM,Auto,522.4296,74.11880000000001,-448.31080000000003,-0.858
-638,0015_242.4,Freeway,Transition,Utah,EV,Auto,7928.4212,6997.51546,-930.9057400000002,-0.117
-650,0006_159.8,Principal Arterial,Suburban,Utah,EV,Auto,4292.26,2603.8219999999997,-1688.4380000000006,-0.393
-639,0015_248.8,Freeway,Suburban,Utah,EV,Auto,12815.193500000001,10977.41675,-1837.776750000001,-0.143
-655,0015_253.6,Freeway,Rural,Utah,EV,Auto,16706.649800000003,14083.60449,-2623.045310000003,-0.157
-653,0156_001.0,Principal Arterial,Urban,Utah,EV,Auto,8364.1782,7463.015639999999,-901.1625600000016,-0.108
-646,0077_007.4,Principal Arterial,Suburban,Utah,EV,Auto,9173.779999999999,6733.75395,-2440.0260499999986,-0.266
-664,0089_326.5,Principal Arterial,Suburban,Utah,EV,Auto,89.3129,3705.65065,3616.33775,40.491
-312,0006_181.6,Expressway,Rural,Utah,EV,Auto,2550.2463,2689.4347199999997,139.18841999999995,0.055
-321,0006_146.9,Principal Arterial,Rural,Utah,EV,Auto,405.4304,279.5508,-125.87960000000004,-0.31
-327,0006_174.4,Expressway,Suburban,Utah,EV,Auto,8428.8276,7844.60862,-584.2189800000006,-0.069
-349,0015_246.9,Freeway,Transition,Utah,EV,Auto,11409.1571,9611.09765,-1798.0594500000007,-0.158
-416,0089_297.1,Expressway,Rural,Utah,EV,Auto,721.41,620.6628000000001,-100.7471999999999,-0.14
-611,0015_258.8,Freeway,Suburban,Utah,EV,Auto,27096.8751,23434.46379,-3662.4113099999995,-0.135
-815,0080_104.3,Freeway,Transition,Salt Lake,EV,Auto,7754.282,4157.06635,-3597.21565,-0.464
-348,0015_340.3,Freeway,Suburban,Weber,EV,Auto,28493.9755,22040.30715,-6453.66835,-0.226
-613,0015_357.6,Freeway,Rural,Box Elder,EV,Auto,11840.2144,9184.43324,-2655.7811600000005,-0.224
-820,0154_006.8,Expressway,Suburban,Salt Lake,EV,Auto,16337.424700000001,10236.198450000002,-6101.22625,-0.373
-819,0154_008.3,Expressway,Urban,Salt Lake,EV,Auto,17834.984699999997,11685.765319999999,-6149.219379999999,-0.345
-657,2889_000.0,Minor Arterial,Suburban,Utah,EV,Auto,5540.7386,5603.09069,62.35209000000032,0.011
-626,0073_034.6,Principal Arterial,Transition,Utah,EV,Auto,10476.0528,9173.43834,-1302.6144599999989,-0.124
-631,0266_001.7,Principal Arterial,Urban,Salt Lake,EV,Auto,5108.763,7771.1546,2662.3916,0.521
-636,0154_001.4,Freeway,Transition,Salt Lake,EV,Auto,14591.733,13733.434320000002,-858.2986799999981,-0.059
-680,0015_295.6,Freeway,Urban,Salt Lake,EV,Auto,11837.2384,48249.04232,36411.80392,3.076
-816,0015_299.0,Freeway,Urban,Salt Lake,EV,Auto,47690.7857,52174.34133,4483.555630000003,0.094
-648,0194_000.8,Expressway,Suburban,Utah,EV,Auto,11175.9844,14425.292580000001,3249.308180000002,0.291
-674,0015_283.9,Freeway,Urban,Utah,EV,Auto,51752.8176,44712.380639999996,-7040.436960000006,-0.136
-302,0015_289.8,Freeway,Urban,Salt Lake,EV,Auto,36234.890999999996,46353.56739999999,10118.676399999997,0.279
-662,2878_004.4,Minor Arterial,Suburban,Utah,EV,Auto,3070.928,5816.19662,2745.26862,0.894
-673,0015_279.6,Freeway,Suburban,Utah,EV,Auto,44235.0688,32751.307760000003,-11483.761039999998,-0.26
-675,0092_002.4,Freeway,Transition,Utah,EV,Auto,5798.324500000001,6164.18542,365.86091999999917,0.063
-676,0092_002.4,Freeway,Transition,Utah,EV,Auto,4381.6727,2940.24331,-1441.4293900000002,-0.329
-818,0215_007.7,Freeway,Urban,Salt Lake,EV,Auto,18928.0044,13585.50206,-5342.502340000001,-0.282
-632,0145_005.3,Expressway,Suburban,Utah,EV,Auto,13075.569,11104.264529999999,-1971.304470000001,-0.151
-672,0015_278.5,Freeway,Urban,Utah,EV,Auto,43839.8208,32274.97608,-11564.844720000001,-0.264
-658,0089_349.3,Principal Arterial,Urban,Utah,EV,Auto,5879.9448,3570.9066,-2309.0382000000004,-0.393
-335,0173_007.7,Minor Arterial,Urban,Salt Lake,EV,Auto,7527.7728,5558.86416,-1968.9086399999997,-0.262
-351,0215_011.5,Freeway,Suburban,Salt Lake,EV,Auto,26535.578400000002,21771.51204,-4764.066360000001,-0.18
-406,0071_015.7,Principal Arterial,Urban,Salt Lake,EV,Auto,6753.87,5288.257919999999,-1465.6120800000008,-0.217
-407,0068_038.1,Principal Arterial,Transition,Salt Lake,EV,Auto,6763.582,3913.0366999999997,-2850.5453000000007,-0.421
-617,0215_003.7,Freeway,Suburban,Salt Lake,EV,Auto,14186.592,11685.052,-2501.540000000001,-0.176
-317,0210_003.9,Principal Arterial,Transition,Salt Lake,EV,Auto,541.728,727.4750399999999,185.74703999999997,0.343
-670,0015_272.7,Freeway,Suburban,Utah,EV,Auto,49801.692,36442.054800000005,-13359.637199999997,-0.268
-671,0015_272.7,Freeway,Suburban,Utah,EV,Auto,50367.228,36442.054800000005,-13925.173199999997,-0.276
-647,0089_344.0,Principal Arterial,Urban,Utah,EV,Auto,7886.905,4339.42765,-3547.47735,-0.45
-651,0114_005.0,Principal Arterial,Urban,Utah,EV,Auto,7440.7188,2012.16888,-5428.5499199999995,-0.73
-641,0015_271.6,Freeway,Urban,Utah,EV,Auto,48785.9296,35948.71184,-12837.21776,-0.263
-669,0015_269.6,Freeway,Urban,Utah,EV,Auto,46663.5116,32233.0252,-14430.486399999998,-0.309
-642,0052_001.0,Principal Arterial,Urban,Utah,EV,Auto,10744.7856,6455.69904,-4289.086559999999,-0.399
-306,0015_267.0,Freeway,Suburban,Utah,EV,Auto,46619.014,26556.5686,-20062.445400000004,-0.43
-668,0015_264.2,Freeway,Suburban,Utah,EV,Auto,32474.554799999998,23494.694679999997,-8979.860120000001,-0.277
-649,0114_000.0,Principal Arterial,Urban,Utah,EV,Auto,10647.2273,8954.435119999998,-1692.7921800000022,-0.159
-661,0052_003.1,Principal Arterial,Urban,Utah,EV,Auto,6387.264,2754.58437,-3632.67963,-0.569
-659,0189_002.7,Principal Arterial,Urban,Utah,EV,Auto,11252.5874,9033.62718,-2218.960220000001,-0.197
-667,0015_261.8,Freeway,Rural,Utah,EV,Auto,35916.951199999996,29731.541970000002,-6185.409229999994,-0.172
-665,0015_260.0,Freeway,Transition,Utah,EV,Auto,32692.9431,27556.32034,-5136.622760000002,-0.157
-660,0089_329.8,Minor Arterial,Suburban,Utah,EV,Auto,4798.726000000001,4542.5716999999995,-256.15430000000106,-0.053
-319,0189_013.1,Expressway,Rural,Utah,EV,Auto,3427.9752,2050.51601,-1377.45919,-0.402
-322,0190_001.8,Minor Arterial,Transition,Salt Lake,EV,Auto,1015.3548,366.35447999999997,-649.00032,-0.639
-350,0189_004.0,Expressway,Suburban,Utah,EV,Auto,8665.243999999999,4981.8118,-3683.4321999999984,-0.425
-354,0171_008.8,Principal Arterial,Urban,Salt Lake,EV,Auto,6485.4031,9638.36896,3152.9658599999993,0.486
-629,0015_303.4,Freeway,Urban,Salt Lake,EV,Auto,59897.23959999999,54727.22255,-5170.017049999995,-0.086
-353,0215_017.5,Freeway,Urban,Salt Lake,EV,Auto,31259.752,26350.227759999998,-4909.5242400000025,-0.157
-341,0080_123.2,Freeway,Suburban,Salt Lake,EV,Auto,32735.1525,29243.838150000003,-3491.314349999997,-0.107
-301,0080_128.7,Freeway,Rural,Salt Lake,EV,Auto,11850.170999999998,12549.825859999999,699.6548600000006,0.059
-333,0071_021.2,Principal Arterial,Urban,Salt Lake,EV,Auto,11089.4808,7772.32044,-3317.160359999999,-0.299
-677,0080_136.1,Freeway,Rural,Salt Lake,EV,Auto,11127.961599999999,11890.959359999999,762.9977600000002,0.069
-325,0089_377.3,Principal Arterial,Urban,Salt Lake,EV,Auto,6266.5951000000005,6771.4315,504.83639999999923,0.081
-332,0186_006.0,Principal Arterial,Suburban,Salt Lake,EV,Auto,10551.1644,8684.861819999998,-1866.3025800000014,-0.177
-340,0080_117.7,Freeway,Urban,Salt Lake,EV,Auto,21143.5686,15885.539669999998,-5258.02893,-0.249
-409,2330_001.0,Minor Arterial,Urban,Salt Lake,EV,Auto,3075.7696,5236.6338399999995,2160.8642399999994,0.703
-628,0215_027.4,Freeway,Suburban,Davis,EV,Auto,8390.5447,4335.10079,-4055.44391,-0.483
-624,0067_000.0,Freeway,Suburban,Davis,EV,Auto,9200.5929,12767.97438,3567.38148,0.388
-315,0015_319.5,Freeway,Suburban,Davis,EV,Auto,36714.985,27430.301880000003,-9284.683119999998,-0.253
-625,0067_010.1,Freeway,Suburban,Davis,EV,Auto,9804.222000000002,11175.640400000002,1371.4184000000005,0.14
-616,0015_313.7,Freeway,Urban,Davis,EV,Auto,38263.3243,33162.94756,-5100.37674,-0.133
-711,0154_020.0,Expressway,Urban,Salt Lake,EV,Auto,13298.545,11750.676950000001,-1547.8680499999991,-0.116
-329,0089_412.4,Principal Arterial,Urban,Weber,EV,Auto,7459.6698,2635.06554,-4824.60426,-0.647
-612,0015_330.1,Freeway,Urban,Davis,EV,Auto,34291.554,27838.473299999998,-6453.080699999999,-0.188
-634,0085_015.5,Expressway,Suburban,Salt Lake,EV,Auto,9118.395,8769.302880000001,-349.09211999999934,-0.038
-627,0154_012.9,Expressway,Suburban,Salt Lake,EV,Auto,20924.1099,14499.03366,-6425.07624,-0.307
-643,2932_001.3,Collector,Transition,Utah,EV,Auto,2547.5044,1970.55976,-576.9446399999997,-0.226
-601,0092_007.6,Collector,Transition,Utah,EV,Auto,784.5097000000001,145.55312,-638.95658,-0.814
-602,0092_018.8,Collector,Rural,Utah,EV,Auto,405.1348,21.87584,-383.25896,-0.946
-638,0015_242.4,Freeway,Transition,Utah,AM,SUT,564.438,879.4979900000001,315.0599900000001,0.558
-650,0006_159.8,Principal Arterial,Suburban,Utah,AM,SUT,271.1801,294.26637,23.086270000000013,0.085
-639,0015_248.8,Freeway,Suburban,Utah,AM,SUT,1041.0102,1368.51996,327.50976000000014,0.315
-655,0015_253.6,Freeway,Rural,Utah,AM,SUT,1343.2434,1669.75742,326.51401999999985,0.243
-653,0156_001.0,Principal Arterial,Urban,Utah,AM,SUT,604.5054,742.97124,138.46583999999996,0.229
-646,0077_007.4,Principal Arterial,Suburban,Utah,AM,SUT,455.012,470.30319999999995,15.291199999999947,0.034
-664,0089_326.5,Principal Arterial,Suburban,Utah,AM,SUT,0.0,449.74335,449.74335,inf
-312,0006_181.6,Expressway,Rural,Utah,AM,SUT,112.1484,221.72799999999998,109.57959999999999,0.977
-321,0006_146.9,Principal Arterial,Rural,Utah,AM,SUT,32.946,34.85339999999999,1.9073999999999955,0.058
-327,0006_174.4,Expressway,Suburban,Utah,AM,SUT,450.3447,615.72485,165.38014999999996,0.367
-349,0015_246.9,Freeway,Transition,Utah,AM,SUT,898.0509999999999,1237.4015,339.3505,0.378
-416,0089_297.1,Expressway,Rural,Utah,AM,SUT,65.8147,89.84934000000001,24.03464000000001,0.365
-611,0015_258.8,Freeway,Suburban,Utah,AM,SUT,2047.682,2617.0872,569.4051999999999,0.278
-815,0080_104.3,Freeway,Transition,Salt Lake,AM,SUT,606.4234,481.53553999999997,-124.88786000000005,-0.206
-348,0015_340.3,Freeway,Suburban,Weber,AM,SUT,2290.4755999999998,2480.65489,190.17929000000004,0.083
-613,0015_357.6,Freeway,Rural,Box Elder,AM,SUT,1161.834,1524.5274000000002,362.6934000000001,0.312
-820,0154_006.8,Expressway,Suburban,Salt Lake,AM,SUT,1594.3831,1752.09469,157.7115899999999,0.099
-819,0154_008.3,Expressway,Urban,Salt Lake,AM,SUT,1876.5906000000002,1762.6724800000002,-113.91812000000004,-0.061
-657,2889_000.0,Minor Arterial,Suburban,Utah,AM,SUT,457.87,622.6164,164.7464,0.36
-626,0073_034.6,Principal Arterial,Transition,Utah,AM,SUT,1196.9255999999998,1419.3129599999997,222.38735999999994,0.186
-631,0266_001.7,Principal Arterial,Urban,Salt Lake,AM,SUT,610.0695999999999,1075.0526399999999,464.98303999999996,0.762
-636,0154_001.4,Freeway,Transition,Salt Lake,AM,SUT,2218.8033,2609.56605,390.76274999999987,0.176
-680,0015_295.6,Freeway,Urban,Salt Lake,AM,SUT,1357.548,5295.028800000001,3937.480800000001,2.9
-816,0015_299.0,Freeway,Urban,Salt Lake,AM,SUT,1926.9216,3377.31264,1450.3910400000002,0.753
-648,0194_000.8,Expressway,Suburban,Utah,AM,SUT,1153.1970000000001,1432.73394,279.53693999999996,0.242
-674,0015_283.9,Freeway,Urban,Utah,AM,SUT,2959.4213999999997,3298.29786,338.8764600000004,0.115
-302,0015_289.8,Freeway,Urban,Salt Lake,AM,SUT,896.4760000000001,4762.6449,3866.1689,4.313
-662,2878_004.4,Minor Arterial,Suburban,Utah,AM,SUT,305.53200000000004,534.79278,229.26077999999995,0.75
-673,0015_279.6,Freeway,Suburban,Utah,AM,SUT,2811.5135999999998,3116.0862599999996,304.5726599999998,0.108
-675,0092_002.4,Freeway,Transition,Utah,AM,SUT,291.5109,294.43455,2.923650000000009,0.01
-676,0092_002.4,Freeway,Transition,Utah,AM,SUT,185.53679999999997,167.48243999999997,-18.054360000000003,-0.097
-818,0215_007.7,Freeway,Urban,Salt Lake,AM,SUT,1643.8468,1764.3508199999999,120.50401999999985,0.073
-632,0145_005.3,Expressway,Suburban,Utah,AM,SUT,865.1214,882.6503399999999,17.52893999999992,0.02
-672,0015_278.5,Freeway,Urban,Utah,AM,SUT,3051.925,3474.851,422.92599999999993,0.139
-658,0089_349.3,Principal Arterial,Urban,Utah,AM,SUT,302.12,547.08288,244.96288000000004,0.811
-335,0173_007.7,Minor Arterial,Urban,Salt Lake,AM,SUT,353.59870000000006,348.34345,-5.255250000000046,-0.015
-351,0215_011.5,Freeway,Suburban,Salt Lake,AM,SUT,2601.07,3161.29156,560.22156,0.215
-406,0071_015.7,Principal Arterial,Urban,Salt Lake,AM,SUT,443.5776,553.13376,109.55616000000003,0.247
-407,0068_038.1,Principal Arterial,Transition,Salt Lake,AM,SUT,564.5001,543.7250700000001,-20.7750299999999,-0.037
-617,0215_003.7,Freeway,Suburban,Salt Lake,AM,SUT,793.9968,1359.2703299999998,565.2735299999998,0.712
-317,0210_003.9,Principal Arterial,Transition,Salt Lake,AM,SUT,84.747,116.45516999999998,31.70816999999998,0.374
-670,0015_272.7,Freeway,Suburban,Utah,AM,SUT,4263.4755,4634.9887499999995,371.51324999999997,0.087
-671,0015_272.7,Freeway,Suburban,Utah,AM,SUT,4358.2815,4634.9887499999995,276.7072499999995,0.063
-647,0089_344.0,Principal Arterial,Urban,Utah,AM,SUT,371.4237,524.95137,153.52767,0.413
-651,0114_005.0,Principal Arterial,Urban,Utah,AM,SUT,259.31759999999997,202.09004000000002,-57.227559999999954,-0.221
-641,0015_271.6,Freeway,Urban,Utah,AM,SUT,4240.0413,4772.96244,532.9211400000004,0.126
-669,0015_269.6,Freeway,Urban,Utah,AM,SUT,3525.3189,3709.41921,184.1003099999998,0.052
-642,0052_001.0,Principal Arterial,Urban,Utah,AM,SUT,1020.9024,1003.87392,-17.028479999999945,-0.017
-306,0015_267.0,Freeway,Suburban,Utah,AM,SUT,3136.5568,2703.44256,-433.1142399999999,-0.138
-668,0015_264.2,Freeway,Suburban,Utah,AM,SUT,2467.9001,2595.64584,127.7457400000003,0.052
-649,0114_000.0,Principal Arterial,Urban,Utah,AM,SUT,256.51120000000003,310.90344,54.39223999999996,0.212
-661,0052_003.1,Principal Arterial,Urban,Utah,AM,SUT,1155.0548000000001,841.25622,-313.79858000000013,-0.272
-659,0189_002.7,Principal Arterial,Urban,Utah,AM,SUT,518.8787,876.08207,357.20337000000006,0.688
-667,0015_261.8,Freeway,Rural,Utah,AM,SUT,2518.0344,3005.9226,487.88819999999987,0.194
-665,0015_260.0,Freeway,Transition,Utah,AM,SUT,2416.7828,2868.1099200000003,451.3271200000004,0.187
-660,0089_329.8,Minor Arterial,Suburban,Utah,AM,SUT,256.4144,416.39664000000005,159.98224000000005,0.624
-319,0189_013.1,Expressway,Rural,Utah,AM,SUT,1140.5348999999999,836.6141,-303.9207999999999,-0.266
-322,0190_001.8,Minor Arterial,Transition,Salt Lake,AM,SUT,81.7285,56.47255,-25.25595,-0.309
-350,0189_004.0,Expressway,Suburban,Utah,AM,SUT,246.6048,256.46808000000004,9.863280000000032,0.04
-354,0171_008.8,Principal Arterial,Urban,Salt Lake,AM,SUT,472.3534,920.47536,448.12196,0.949
-629,0015_303.4,Freeway,Urban,Salt Lake,AM,SUT,2410.6419,2127.9315300000003,-282.7103699999998,-0.117
-353,0215_017.5,Freeway,Urban,Salt Lake,AM,SUT,1764.8654999999999,2141.90355,377.0380500000001,0.214
-341,0080_123.2,Freeway,Suburban,Salt Lake,AM,SUT,2211.1279999999997,2535.76824,324.6402400000002,0.147
-301,0080_128.7,Freeway,Rural,Salt Lake,AM,SUT,1261.8032,1507.6534299999998,245.85022999999978,0.195
-333,0071_021.2,Principal Arterial,Urban,Salt Lake,AM,SUT,247.3132,349.86256000000003,102.54936000000004,0.415
-677,0080_136.1,Freeway,Rural,Salt Lake,AM,SUT,1247.7975999999999,1697.0549399999998,449.2573399999999,0.36
-325,0089_377.3,Principal Arterial,Urban,Salt Lake,AM,SUT,269.57099999999997,655.1566499999999,385.58564999999993,1.43
-332,0186_006.0,Principal Arterial,Suburban,Salt Lake,AM,SUT,1153.5724,1315.45526,161.88285999999994,0.14
-340,0080_117.7,Freeway,Urban,Salt Lake,AM,SUT,1741.3088,1879.43868,138.12987999999996,0.079
-409,2330_001.0,Minor Arterial,Urban,Salt Lake,AM,SUT,165.4274,588.7702,423.3428,2.559
-628,0215_027.4,Freeway,Suburban,Davis,AM,SUT,729.4286,732.21424,2.7856400000000576,0.004
-624,0067_000.0,Freeway,Suburban,Davis,AM,SUT,654.0104,1005.48608,351.47568,0.537
-315,0015_319.5,Freeway,Suburban,Davis,AM,SUT,1720.9264,1719.18264,-1.7437600000000657,-0.001
-625,0067_010.1,Freeway,Suburban,Davis,AM,SUT,1470.6384,1956.8970399999998,486.2586399999998,0.331
-616,0015_313.7,Freeway,Urban,Davis,AM,SUT,2999.7153000000003,2983.49496,-16.220340000000306,-0.005
-711,0154_020.0,Expressway,Urban,Salt Lake,AM,SUT,354.9036,412.34700000000004,57.443400000000054,0.162
-329,0089_412.4,Principal Arterial,Urban,Weber,AM,SUT,386.9255,347.8865,-39.03899999999999,-0.101
-612,0015_330.1,Freeway,Urban,Davis,AM,SUT,2402.3424,2359.59524,-42.747159999999894,-0.018
-634,0085_015.5,Expressway,Suburban,Salt Lake,AM,SUT,904.2783999999999,1077.01648,172.73808000000008,0.191
-627,0154_012.9,Expressway,Suburban,Salt Lake,AM,SUT,2062.7454,1638.76947,-423.97592999999983,-0.206
-643,2932_001.3,Collector,Transition,Utah,AM,SUT,182.931,253.8249,70.8939,0.388
-601,0092_007.6,Collector,Transition,Utah,AM,SUT,15.6384,15.32736,-0.3110400000000002,-0.02
-602,0092_018.8,Collector,Rural,Utah,AM,SUT,13.3342,14.13885,0.8046500000000005,0.06
-638,0015_242.4,Freeway,Transition,Utah,MD,SUT,1430.8609000000001,1490.13746,59.27655999999979,0.041
-650,0006_159.8,Principal Arterial,Suburban,Utah,MD,SUT,579.1321,531.16655,-47.96555000000001,-0.083
-639,0015_248.8,Freeway,Suburban,Utah,MD,SUT,2143.3662,2325.21342,181.8472200000001,0.085
-655,0015_253.6,Freeway,Rural,Utah,MD,SUT,2571.2626,2784.58808,213.32547999999997,0.083
-653,0156_001.0,Principal Arterial,Urban,Utah,MD,SUT,1415.6432,1384.61816,-31.02503999999999,-0.022
-646,0077_007.4,Principal Arterial,Suburban,Utah,MD,SUT,941.792,952.9563999999999,11.164399999999887,0.012
-664,0089_326.5,Principal Arterial,Suburban,Utah,MD,SUT,0.0,809.61615,809.61615,inf
-312,0006_181.6,Expressway,Rural,Utah,MD,SUT,337.86479999999995,429.17888,91.31408000000005,0.27
-321,0006_146.9,Principal Arterial,Rural,Utah,MD,SUT,61.403999999999996,67.04459999999999,5.640599999999992,0.092
-327,0006_174.4,Expressway,Suburban,Utah,MD,SUT,941.6875,1179.55578,237.8682799999999,0.253
-349,0015_246.9,Freeway,Transition,Utah,MD,SUT,1965.055,2101.6512,136.59619999999973,0.07
-416,0089_297.1,Expressway,Rural,Utah,MD,SUT,132.6815,150.0996,17.41810000000001,0.131
-611,0015_258.8,Freeway,Suburban,Utah,MD,SUT,3801.616,4571.5124,769.8963999999996,0.203
-815,0080_104.3,Freeway,Transition,Salt Lake,MD,SUT,755.2504,567.97456,-187.27584000000002,-0.248
-348,0015_340.3,Freeway,Suburban,Weber,MD,SUT,4365.1762,4508.38367,143.20747000000028,0.033
-613,0015_357.6,Freeway,Rural,Box Elder,MD,SUT,2565.696,2683.18665,117.49065000000019,0.046
-820,0154_006.8,Expressway,Suburban,Salt Lake,MD,SUT,2614.0922,3232.86501,618.7728099999999,0.237
-819,0154_008.3,Expressway,Urban,Salt Lake,MD,SUT,2891.8682000000003,3331.4776500000003,439.6094499999999,0.152
-657,2889_000.0,Minor Arterial,Suburban,Utah,MD,SUT,743.225,1186.30645,443.08145,0.596
-626,0073_034.6,Principal Arterial,Transition,Utah,MD,SUT,2021.4804,2532.9795,511.4991,0.253
-631,0266_001.7,Principal Arterial,Urban,Salt Lake,MD,SUT,1310.1288,2062.60576,752.47696,0.574
-636,0154_001.4,Freeway,Transition,Salt Lake,MD,SUT,3335.5721000000003,4791.882970000001,1456.3108700000003,0.437
-680,0015_295.6,Freeway,Urban,Salt Lake,MD,SUT,2389.9480000000003,9738.872800000001,7348.924800000001,3.075
-816,0015_299.0,Freeway,Urban,Salt Lake,MD,SUT,4123.3572,6837.40044,2714.04324,0.658
-648,0194_000.8,Expressway,Suburban,Utah,MD,SUT,2011.6674,2820.5695800000003,808.9021800000003,0.402
-674,0015_283.9,Freeway,Urban,Utah,MD,SUT,5227.8642,6252.96672,1025.1025200000004,0.196
-302,0015_289.8,Freeway,Urban,Salt Lake,MD,SUT,2090.195,9176.688300000002,7086.493300000002,3.39
-662,2878_004.4,Minor Arterial,Suburban,Utah,MD,SUT,539.7732,946.67724,406.90404,0.754
-673,0015_279.6,Freeway,Suburban,Utah,MD,SUT,5251.5581999999995,5950.8456,699.2874000000002,0.133
-675,0092_002.4,Freeway,Transition,Utah,MD,SUT,553.5881999999999,572.0893199999999,18.501120000000014,0.033
-676,0092_002.4,Freeway,Transition,Utah,MD,SUT,475.99649999999997,352.42794,-123.56855999999999,-0.26
-818,0215_007.7,Freeway,Urban,Salt Lake,MD,SUT,2828.2074000000002,3087.48242,259.2750199999996,0.092
-632,0145_005.3,Expressway,Suburban,Utah,MD,SUT,1552.7226,1677.8533200000002,125.13072000000011,0.081
-672,0015_278.5,Freeway,Urban,Utah,MD,SUT,5577.1050000000005,6366.551000000001,789.4460000000008,0.142
-658,0089_349.3,Principal Arterial,Urban,Utah,MD,SUT,1561.728,1178.61328,-383.11472000000003,-0.245
-335,0173_007.7,Minor Arterial,Urban,Salt Lake,MD,SUT,686.7497000000001,682.2843300000001,-4.465370000000007,-0.007
-351,0215_011.5,Freeway,Suburban,Salt Lake,MD,SUT,4024.7416000000003,5864.46868,1839.7270799999997,0.457
-406,0071_015.7,Principal Arterial,Urban,Salt Lake,MD,SUT,872.1408,948.3307200000002,76.18992000000014,0.087
-407,0068_038.1,Principal Arterial,Transition,Salt Lake,MD,SUT,761.2983,888.69924,127.40093999999999,0.167
-617,0215_003.7,Freeway,Suburban,Salt Lake,MD,SUT,1515.6241,2037.1265600000002,521.5024600000002,0.344
-317,0210_003.9,Principal Arterial,Transition,Salt Lake,MD,SUT,233.1342,281.72781,48.593609999999984,0.208
-670,0015_272.7,Freeway,Suburban,Utah,MD,SUT,7701.1245,8446.6971,745.5725999999995,0.097
-671,0015_272.7,Freeway,Suburban,Utah,MD,SUT,8041.2255,8446.6971,405.47159999999985,0.05
-647,0089_344.0,Principal Arterial,Urban,Utah,MD,SUT,1030.8870000000002,809.36244,-221.52456000000018,-0.215
-651,0114_005.0,Principal Arterial,Urban,Utah,MD,SUT,595.3216,350.02531999999997,-245.29628000000002,-0.412
-641,0015_271.6,Freeway,Urban,Utah,MD,SUT,7908.6264,8626.29612,717.6697200000008,0.091
-669,0015_269.6,Freeway,Urban,Utah,MD,SUT,6422.0475,6859.66728,437.61978,0.068
-642,0052_001.0,Principal Arterial,Urban,Utah,MD,SUT,2379.2832,1882.2854399999999,-496.99775999999997,-0.209
-306,0015_267.0,Freeway,Suburban,Utah,MD,SUT,5275.7952,4923.34336,-352.4518399999997,-0.067
-668,0015_264.2,Freeway,Suburban,Utah,MD,SUT,4378.0546,4671.10166,293.0470599999999,0.067
-649,0114_000.0,Principal Arterial,Urban,Utah,MD,SUT,538.9372,603.38224,64.44504000000006,0.12
-661,0052_003.1,Principal Arterial,Urban,Utah,MD,SUT,2514.1198,1335.35408,-1178.7657199999999,-0.469
-659,0189_002.7,Principal Arterial,Urban,Utah,MD,SUT,1434.7201,1533.56665,98.84654999999998,0.069
-667,0015_261.8,Freeway,Rural,Utah,MD,SUT,4657.060799999999,5367.72618,710.6653800000004,0.153
-665,0015_260.0,Freeway,Transition,Utah,MD,SUT,4435.3926,5159.49676,724.1041599999999,0.163
-660,0089_329.8,Minor Arterial,Suburban,Utah,MD,SUT,524.0488,625.48508,101.43628000000001,0.194
-319,0189_013.1,Expressway,Rural,Utah,MD,SUT,2256.6674,1446.70183,-809.9655699999998,-0.359
-322,0190_001.8,Minor Arterial,Transition,Salt Lake,MD,SUT,283.7761,124.48540999999999,-159.29068999999998,-0.561
-350,0189_004.0,Expressway,Suburban,Utah,MD,SUT,570.1824,441.30312000000004,-128.87928,-0.226
-354,0171_008.8,Principal Arterial,Urban,Salt Lake,MD,SUT,1032.7304,1661.44046,628.7100600000001,0.609
-629,0015_303.4,Freeway,Urban,Salt Lake,MD,SUT,4603.531300000001,4344.262460000001,-259.2688399999997,-0.056
-353,0215_017.5,Freeway,Urban,Salt Lake,MD,SUT,2451.267,3843.8545499999996,1392.5875499999997,0.568
